name,genre,type,episodes,rating
transformers superlink special,"Adventure, Kids, Mecha, Sci-Fi, Shounen",Special,1,6.04
transformers: scramble city,"Action, Mecha, Sci-Fi, Shounen",OVA,1,6.04
anime oyako gekijou,"Adventure, Fantasy, Historical, Kids, Sci-Fi",TV,26,6.03
chiisana ojisan,Slice of Life,TV,30,6.03
committed red,Music,Music,1,6.03
dd hokuto no ken 2 ichigo aji+,"Comedy, Parody, School, Seinen",TV,12,6.03
forsaken,"Music, Vampire",Music,1,6.03
girlfriend (kari),"School, Slice of Life",TV,12,6.03
himegoto,"Comedy, School",TV,13,6.03
kaitou tenshi twin angel: kyun kyun☆tokimeki paradise!!,Magic,TV,12,6.03
kokoro toshokan: communication clips,"Comedy, Drama, Slice of Life",Special,1,6.03
kotetsu no daibouken,"Action, Comedy, Ecchi, Fantasy, Magic, Romance, Sci-Fi, Shounen",OVA,2,6.03
mahou shoujo nante mou ii desukara.,"Comedy, Magic",TV,12,6.03
minna agechau♡,"Comedy, Ecchi, Romance",OVA,1,6.03
petit eva: evangelion@school,"Comedy, Parody, School",ONA,24,6.03
puzzle &amp; dragons cross,"Game, Kids",TV,Unknown,6.03
shihaisha no tasogare,"Action, Demons, Drama, Horror, Sci-Fi, Shoujo, Supernatural",OVA,1,6.03
super mario world: mario to yoshi no bouken land,"Comedy, Game, Kids",OVA,1,6.02
active raid: kidou kyoushuushitsu dai hachi gakari,"Comedy, Mecha, Police, Sci-Fi",TV,12,6.02
avenger,"Adventure, Fantasy, Sci-Fi, Shounen",TV,13,6.02
babel nisei (1992),"Action, Mecha, Sci-Fi",OVA,4,6.02
bounty hunter: the hard,"Action, Police",OVA,1,6.02
chocotan!,"Comedy, Shoujo",Special,1,6.02
chouon senshi borgman: lovers rain,"Action, Demons, Sci-Fi, Shounen",Movie,1,6.02
cyclops shoujo saipuu,"Comedy, Ecchi, School, Slice of Life",ONA,12,6.02
firestorm,"Action, Mecha, Military, Sci-Fi",TV,26,6.02
g-on riders,"Action, Comedy, School, Sci-Fi",TV,13,6.02
gokiburi-tachi no tasogare,"Drama, Military",Movie,1,6.02
ishida to asakura,"Comedy, School, Seinen",TV,12,6.02
kingdom of chaos: born to kill,Fantasy,OVA,4,6.02
kizuna (special),"Drama, Romance, Slice of Life",Special,1,6.02
la rose de versailles,"Drama, Historical, Military, Romance, Shoujo Ai, Slice of Life",Special,1,6.02
match shoujo,nan,ONA,1,6.02
"mobile suit sd gundam musha, knight, commando","Action, Comedy, Fantasy, Mecha, Parody",Movie,2,6.02
"oyaji no, imo no kamisama.",Slice of Life,Special,1,6.02
sailor victory,"Action, Comedy, Mecha, Sci-Fi",OVA,2,6.02
soul link special,"Adventure, Comedy, Ecchi, Military, Romance, Sci-Fi, Space",Special,1,6.02
three monks,Music,Movie,1,6.02
4-day weekend,Music,Music,1,6.01
ashita e mukau hito,Music,Music,1,6.02
baton,"Adventure, Sci-Fi",Movie,3,6.01
chokkyuu hyoudai robot anime: straight title,"Comedy, Mecha",TV,12,6.01
dušan,"Music, Psychological",Music,1,6.01
full moon party,Music,Music,1,6.01
guardian hearts,"Comedy, Ecchi, Magic, Romance, School",OVA,6,6.01
hipira-kun ona,"Comedy, Fantasy, Kids, Supernatural, Vampire",ONA,2,6.01
"ima, futari no michi",Drama,Special,1,6.01
jack to mame no ki (1989),"Adventure, Dementia, Kids",OVA,1,6.01
kara the animation,Action,TV,5,6.01
kotoura-san: haruka no heya,"Comedy, School",ONA,6,6.01
otaku no seiza,"Comedy, Parody",OVA,2,6.01
princess rouge,"Fantasy, Romance",OVA,2,6.01
ryo,"Action, Drama, Historical, Samurai",Movie,1,6.01
sos tv walpurgis night fever,"Comedy, Sci-Fi",ONA,11,6.01
techno police 21c,"Action, Mecha, Police, Sci-Fi",Movie,1,6.01
ulysses 31 pilot,"Action, Adventure, Sci-Fi, Space",Special,1,6.01
aoi sekai no chuushin de,"Action, Adventure, Ecchi, Fantasy, Parody, Shounen",Special,3,6.0
comet lucifer,"Action, Adventure, Fantasy, Mecha",TV,12,6.0
gdleen,"Fantasy, Sci-Fi",OVA,1,6.0
kodomo no keijijougaku,Fantasy,ONA,1,6.0
medamayaki no kimi itsu tsubusu?,"Comedy, Seinen",Special,4,6.0
nanairo kakumei,"Comedy, School, Shoujo",Special,3,6.0
planet:valkyrie,"Action, Music",ONA,1,6.0
rio: rainbow gate!,"Comedy, Ecchi, Game",TV,13,6.0
sekai de ichiban tsuyoku naritai!,"Action, Ecchi, Sports",TV,12,6.0
sekai kei sekai ron,"Psychological, Sci-Fi",OVA,1,6.0
shin onimusha: dawn of dreams the story,"Action, Demons, Historical, Martial Arts, Samurai",OVA,1,6.0
sora iro no tane,Kids,Special,1,6.0
t.p. sakura: time paladin sakura,"Action, Magic",OVA,2,6.0
the epic of zektbach,"Action, Fantasy, Supernatural",OVA,1,6.0
6♥princess,"Magic, Music",Music,1,5.99
cosplay complex,"Comedy, Ecchi, Parody, School",OVA,3,5.99
d-1 devastator,"Mecha, Sci-Fi",OVA,2,5.99
dededen,Slice of Life,Special,5,5.99
dibetagurashi: ahiru no seikatsu,"Comedy, Slice of Life",TV,39,5.99
early reins,"Action, Adventure, Seinen",OVA,1,5.99
first squad,"Action, Music",Music,1,5.99
ghibli ga ippai special short short,Slice of Life,Special,10,5.99
gun x sword-san,"Action, Dementia, Parody",Special,13,5.99
hoshizora kiseki,"Romance, Sci-Fi",ONA,1,5.99
idol project,"Adventure, Comedy, Music",OVA,4,5.99
kakyuusei 2: hitomi no naka no shoujo-tachi,"Comedy, Drama, Harem, Romance, School",TV,13,5.99
katsura hime,"Action, Comedy",Movie,1,5.99
kita e: pure session,Music,Music,1,5.99
melody,Drama,ONA,1,5.99
nenga no kizuna,Slice of Life,ONA,1,5.99
nexus,Music,Music,1,5.99
sd gundam gaiden,"Adventure, Comedy, Fantasy, Mecha",OVA,4,5.99
si ling bianma: zhi shijie caozong zhe,"Fantasy, Game, Horror, Mystery, Parody, Psychological",ONA,12,5.99
space station no.9,"Music, Sci-Fi",Music,1,5.99
youkoso jitsuryoku shijou shugi no kyoushitsu e,"Comedy, Romance, School",Special,1,5.99
beast saga,"Action, Kids, Sci-Fi, Shounen",TV,38,5.98
boku no imouto wa &quot;osaka okan&quot;: uchi no oniichan wa tokyo rule,Comedy,Special,1,5.98
boku wa kuma,"Kids, Music, Slice of Life",Music,1,5.98
crazy for it,"Dementia, Music",Movie,1,5.98
donyatsu specials,"Comedy, Sci-Fi, Seinen",Special,2,5.98
dream creator feat. gumi,Music,Music,1,5.98
gakuen handsome: legend of sexy,"Comedy, Music",Music,2,6.0
hashire!,Comedy,ONA,1,5.98
kaichuu!,"Comedy, Seinen, Sports",ONA,4,5.98
kamisama dolls specials,Comedy,Special,6,5.98
koi-ken!: watashitachi anime ni nacchatta!,"Ecchi, Music",ONA,12,5.98
magma taishi,"Action, Sci-Fi, Shounen, Space, Super Power",OVA,13,5.98
mahou shoujo sonico★magica,"Music, Parody",ONA,1,5.98
ninja mono,"Adventure, Comedy, Shounen, Supernatural",OVA,2,5.98
stitch!: piko kara no chousenjou,"Adventure, Comedy, Kids",Special,1,5.98
tactical roar special,"Action, Comedy, Ecchi, Military, Romance, Sci-Fi",Special,1,5.98
yoshino no hime,"Comedy, Fantasy, Historical, Slice of Life",ONA,1,5.98
yu bang xiang zheng,Historical,Movie,1,5.98
ame to shoujo to watashi no tegami,Shoujo,ONA,1,5.97
bab mook ja,Slice of Life,Movie,1,5.97
fushigi na somera-chan,"Comedy, Magic, Slice of Life",TV,12,5.97
juuza engi: engetsu sangokuden - gaiden youzhou genya,"Fantasy, Historical, Romance, Shoujo",OVA,1,5.97
kakko kawaii sengen!,Comedy,TV,5,5.97
kiitarou shounen no youkai enikki,"Comedy, Supernatural",TV,12,5.97
kikyuu,Music,Music,1,5.97
koi koi 7 specials,"Comedy, Ecchi",Special,7,5.97
long riders recap,"Comedy, Shounen, Slice of Life, Sports",Special,1,5.97
marie &amp; gali episode zero,Comedy,Special,1,5.97
mobile suit sd gundam mk v,"Comedy, Mecha, Parody, Sci-Fi",OVA,3,5.97
mother: saigo no shoujo eve,"Adventure, Drama, Sci-Fi",Movie,1,5.97
refrain blue,"Drama, Romance",OVA,3,5.97
yuki terai,Music,OVA,6,5.97
boku no imouto wa &quot;osaka okan&quot;,Comedy,TV,12,5.96
choboraunyopomi gekijou dai ni maku ai mai mii: mousou catastrophe,"Comedy, Slice of Life",TV,12,5.95
dark side cat,Action,ONA,6,5.96
erementar gerad: aozora no senki,Music,Music,1,5.96
fake doll,Music,Music,1,5.96
hatsune miku: hiyashite narasou okashi no ii oto,Music,ONA,1,5.97
koi koi 7,"Comedy, Harem, Romance",TV,13,5.96
mahou no tenshi creamy mami: zutto kitto motto,"Fantasy, Magic, Music, Romance, School, Sci-Fi, Shoujo",Music,1,5.96
mugen no ryvius: illusion,Comedy,Special,6,5.96
oshare kozou wa hanamaru,"Romance, Shoujo",OVA,1,5.96
shukufuku no campanella specials,Ecchi,Special,6,5.96
11eyes picture drama,Comedy,Special,13,5.95
blade &amp; soul specials,Comedy,Special,7,5.95
bloodivores,"Action, Supernatural, Vampire",TV,12,5.95
dai yamato zero-gou,"Sci-Fi, Space",OVA,5,5.95
dragonblade,"Action, Fantasy",Movie,1,5.95
garo: guren no tsuki,"Action, Demons, Fantasy, Magic, Supernatural",TV,23,5.96
handsome girl,"Romance, Shoujo",OVA,1,5.95
juusenki l-gaim ii: farewell my lovely + pentagona doors,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",OVA,1,5.95
maps,"Adventure, Comedy, Sci-Fi",OVA,4,5.95
mujigen hunter fandora,"Adventure, Fantasy, Sci-Fi",OVA,3,5.95
pankunchi,"Adventure, Kids",ONA,10,5.95
psycho diver: mashou bosatsu,"Horror, Psychological, Sci-Fi",OVA,1,5.95
rolling☆girls: chibi☆rolling☆girls korokoro gekijou,Slice of Life,Special,12,5.95
ten no kawa,"Fantasy, Music",Music,1,5.95
yuri seijin naoko-san,Comedy,OVA,1,5.95
akai hayate,"Action, Martial Arts, Super Power",OVA,4,5.94
kantoku fuyuki todoki,"Comedy, Josei, Slice of Life",TV,13,5.94
kobutori (1929),"Comedy, Demons",Movie,1,5.94
koroshiya 1 the animation: episode 0,"Action, Dementia, Drama, Horror, Martial Arts, Psychological, Seinen",OVA,1,5.94
kotatsu neko (ona),Comedy,ONA,2,5.94
kumo to tulip,Adventure,Movie,1,5.94
kuro to kin no akanai kagi.,"Romance, Shoujo",OVA,2,5.94
mahou shoujo lyrical nanoha: lyrical toy box,"Magic, Music",Music,1,5.94
meshimase lodoss-tou senki: sorette oishii no?,Comedy,TV,13,5.94
moshidora recap,"Drama, Sports",Special,1,5.94
santa company,Fantasy,Movie,1,5.94
seirei tsukai,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",Movie,1,5.94
selector infected wixoss: midoriko-san to piruruku-tan,Comedy,Special,3,5.94
shounen ashibe: go! go! goma-chan,"Comedy, Slice of Life",TV,Unknown,5.94
toukiden: the age of demons - introduction,"Action, Demons",Special,1,5.94
uchuu enban dai-sensou,"Action, Mecha, Romance",Movie,1,5.94
"wake up, girl zoo! miyagi pr de go!",Comedy,Special,1,5.94
youchien senshi: hanamaru girls,"Action, Comedy, Kids",Special,3,5.94
yume no ukiyo ni saitemina,Music,Music,1,5.94
anisava,"Comedy, Romance, Slice of Life",TV,13,5.93
cream lemon: new generation,"Drama, Romance",OVA,4,5.93
down load: namu amida butsu wa ai no uta,"Action, Adventure, Psychological, Sci-Fi",OVA,1,5.93
fire emblem,"Action, Adventure, Fantasy, Magic, Shounen",OVA,2,5.93
flying witch petit,"Comedy, Slice of Life, Supernatural",ONA,9,5.93
ginsoukikou ordian,"Mecha, Sci-Fi",TV,24,5.93
hoshi no umi no amuri,"Adventure, Fantasy, Sci-Fi",OVA,3,5.93
little nemo pilot (1987),Adventure,Special,1,5.93
meisou! underworld,"Action, Supernatural, Thriller",ONA,1,5.93
moegaku★5,"Magic, Parody",TV,40,5.93
namida no tsubomi,"Music, Slice of Life",Music,1,5.93
neko nanka yondemo konai.,"Seinen, Slice of Life",TV,12,5.93
norn9: norn+nonet recap,"Adventure, Fantasy, Josei, Romance",Special,1,5.93
youkai ningen bem (2006),Horror,TV,26,5.93
bara no hana to joe,"Drama, Kids",Movie,1,5.92
battery,"Drama, Slice of Life, Sports",TV,11,5.92
dragon slayer eiyuu densetsu: ouji no tabidachi,"Action, Fantasy, Magic",OVA,2,5.92
dragoon,"Adventure, Fantasy",OVA,3,5.92
duel masters,"Action, Adventure, Comedy, Shounen",TV,26,5.92
haru wa kuru,Adventure,ONA,1,5.92
kaitou reinya,Comedy,TV,12,5.92
majokko club yoningumi: a kuukan kara no alien x,"Action, Comedy, Magic, Parody, Sci-Fi",OVA,1,5.92
malice@doll,"Horror, Psychological, Sci-Fi",OVA,3,5.92
meisou-ou border,Adventure,OVA,1,5.92
mobile suit gundam zz: gundam frag.,"Action, Mecha, Military, Sci-Fi",OVA,2,5.92
moon festa,Music,Music,1,5.92
onsen yousei hakone-chan,"Comedy, Seinen, Slice of Life",TV,13,5.92
persona 3 the movie meets “walkman”,Drama,ONA,1,5.91
pugyuru,"Comedy, Fantasy, School",TV,13,5.92
reach x thermae romae: pietrada no kekkon,"Comedy, Historical, Seinen",Special,1,5.92
"slime boukenki: umi da, yeah!","Action, Adventure, Comedy, Fantasy, Game",Special,1,5.92
sweet valerian specials,"Comedy, Magic, Shoujo",Special,8,5.92
tobira wo akete,"Action, Adventure, Fantasy, Sci-Fi",Movie,1,5.92
turnover,"School, Slice of Life",ONA,1,5.92
yanyan machiko,"Comedy, Slice of Life",ONA,Unknown,5.92
asako get you!!,"Comedy, Romance, School, Seinen, Slice of Life",OVA,2,5.91
babel nisei (2001),"Action, Adventure, Mystery, Sci-Fi, Shounen, Supernatural",TV,13,5.91
goulart knights: evoked the beginning black,"Action, Drama, Fantasy, Shoujo, Supernatural",OVA,1,5.91
hoshi no kirby: pilot,"Adventure, Comedy, Fantasy, Parody",Special,1,5.91
hoshikuzu paradise,"Comedy, Romance",OVA,1,5.91
houkago no tinker bell,"Comedy, Drama, Mystery, Romance, School, Slice of Life",OVA,1,5.91
kashi no ki mokku,"Adventure, Fantasy",TV,52,5.91
mahou no princess minky momo vs. mahou no tenshi creamy mami,"Magic, Shoujo",Movie,1,5.91
ryuu seiki,"Action, Demons, Fantasy, Sci-Fi",OVA,2,5.91
shizuku,Comedy,Movie,1,5.91
sweet valerian,"Action, Comedy, Magic, School, Shoujo",TV,18,5.91
ttori wa zeta robot,"Action, Adventure, Kids, Mecha",Movie,1,5.91
unkai no meikyuu zeguy,"Action, Adventure, Fantasy",OVA,2,5.91
x densha de ikou,"Dementia, Mystery, Supernatural",OVA,1,5.91
calm,"Dementia, Music",Movie,1,5.89
coluboccoro,"Fantasy, Sci-Fi",OVA,1,5.89
cosplay complex: extra identification,Comedy,OVA,1,5.9
dinozone,"Adventure, Sci-Fi, Shounen",OVA,5,5.9
gakuen tokusou hikaruon,"Action, Martial Arts, School, Super Power",OVA,1,5.9
gregorio,Music,Music,1,5.9
hatsune miku x tetsuya nomura,Music,Special,1,5.9
inishie no megami to houseki no ite,Action,ONA,1,5.9
karen senki,"Action, Sci-Fi",ONA,11,5.9
kekkou kamen,"Comedy, Ecchi",OVA,4,5.9
ladies versus butlers! tokuten disc music clip,"Ecchi, Music",Special,1,5.9
lupin shanshei,"Comedy, Parody",OVA,10,5.9
military!,"Comedy, Ecchi, Military, Seinen, Slice of Life",TV,12,5.91
shishunki bishoujo gattai robo z-mind,"Action, Mecha, Parody",OVA,6,5.9
taiyou no hou: el cantare e no michi,"Fantasy, Historical",Movie,1,5.9
tang lang bu chan,Historical,Movie,1,5.9
all that gundam,"Action, Mecha, Sci-Fi",Special,1,5.89
anitore! xx,"Comedy, Sports",TV,12,5.89
aquarion logos,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",TV,26,5.89
arabian nights: sindbad no bouken,"Action, Adventure, Fantasy",Movie,1,5.89
baka misérables,"Music, Parody",ONA,3,5.89
g-on riders special,"Comedy, Ecchi, Sci-Fi",Special,1,5.89
grandeek,"Adventure, Fantasy, Magic",OVA,1,5.89
gundam: mission to the rise,"Action, Mecha, Sci-Fi",Special,1,5.89
lime-iro ryuukitan x,"Drama, Ecchi, Harem, Historical, Mecha, Supernatural",TV,13,5.89
mahou shoujo lalabel: umi ga yobu natsuyasumi,"Comedy, Magic, Shoujo, Slice of Life",Movie,1,5.89
peeping life: the perfect extension,"Comedy, Slice of Life",OVA,10,5.89
rean no tsubasa,"Fantasy, Mecha, Sci-Fi",ONA,6,5.89
toukiden 2,"Action, Demons",ONA,3,5.89
touyama sakura uchuu chou: yatsu no na wa gold,"Action, Sci-Fi",OVA,1,5.89
usakame,"Comedy, Shounen, Sports",TV,12,5.89
waza no tabibito,"Adventure, Fantasy",Movie,1,5.89
wellber no monogatari: kanashimi no senshi galahad no banka,"Action, Adventure, Comedy, Fantasy",OVA,1,5.89
7-kakan.,Music,Music,1,5.88
divine gate,"Action, Fantasy, Sci-Fi",TV,12,5.88
honey tokyo,Sci-Fi,ONA,1,5.88
horizon feat. hatsune miku,Music,Music,1,5.88
jikuu tenshou nazca,"Action, Adventure, Drama, Fantasy, Magic",TV,12,5.88
juusenki l-gaim i: pentagona window + lady gyabure,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",OVA,1,5.88
kagaku na yatsura,"Comedy, Ecchi, Romance, School, Sci-Fi, Seinen",OVA,1,5.88
kyoto animation: hana-hen,Slice of Life,Special,1,5.88
lilac (bombs jun togawa),Music,Music,1,5.88
mori no e,"Kids, Music",Music,1,5.87
nimrod,"Fantasy, Music",Music,1,5.88
platonic chain: web,"Sci-Fi, Slice of Life",Special,1,5.88
shin seiki den mars,"Mecha, Sci-Fi, Shounen",TV,13,5.88
super milk-chan,"Action, Comedy, Parody, Sci-Fi",TV,14,5.88
super speed,Music,Music,1,5.88
suteneko tora-chan,Music,Movie,1,5.88
tie shan gongzhu,"Action, Adventure, Fantasy",Movie,1,5.88
top wo nerae! gunbuster specials,"Mecha, Space",Special,3,5.88
wizardry,"Action, Adventure, Fantasy",OVA,1,5.88
_summer,"Drama, Harem, Romance",OVA,2,5.88
ali baba to 40-hiki no touzoku,"Action, Fantasy",Movie,1,5.87
aoi umi no tristia,"Adventure, Mecha",OVA,2,5.87
bihada ichizoku,"Drama, Parody, Shoujo",TV,12,5.87
hakimono to kasa no monogatari,Music,Music,1,5.87
inuki kanako zekkyou collection: gakkou ga kowai!,Horror,OVA,1,5.87
loups=garous pilot,"Mystery, Sci-Fi, Thriller",Special,1,5.87
princess lover!: magical knight maria-chan,"Magic, Parody",Special,6,5.87
sekiei ayakashi mangatan,"Fantasy, Historical, Supernatural",ONA,3,5.87
sugar*soldier,Shoujo,Special,3,5.87
aura battler dunbine ova,"Adventure, Mecha, Sci-Fi",OVA,3,5.86
chaos dragon: sekiryuu seneki,"Action, Fantasy, Supernatural",TV,12,5.86
cheating craft,"Action, Comedy, School",TV,12,5.86
chou kousoku gran doll,"Action, Comedy, Mecha, School",OVA,3,5.86
egao no hana,Music,Music,1,5.86
gundam: g no reconguista,"Action, Mecha, Sci-Fi, Space",TV,26,5.86
kojiki: hyuuga-hen,Historical,Movie,1,5.86
mahou yuugi 3d,"Comedy, Magic",OVA,1,5.86
mikan-seijin,Comedy,TV,26,5.86
mobile suit gundam: zeonic front - indignation of zeon.,"Mecha, Military",Special,1,5.86
school days: magical heart kokoro-chan,"Comedy, Ecchi, Magic",OVA,1,5.86
seihou tenshi angel links special,"Comedy, Sci-Fi, Space",Special,1,5.86
sekai de ichiban tsuyoku naritai! specials,"Action, Ecchi, Sports",Special,6,5.86
studio khara vs. cyberconnect2 gachinko! animation taiketsu!,Action,ONA,2,5.86
superflat first love,"Adventure, Fantasy",Special,1,5.86
yugami-kun ni wa tomodachi ga inai,"Comedy, Romance, School, Slice of Life",ONA,2,5.86
blame! prologue,"Action, Mecha, Sci-Fi",OVA,2,5.85
chikotan,"Music, Psychological",Movie,1,5.87
futari wa milky holmes,"Comedy, Mystery, Super Power",TV,12,5.85
growlanser iv: wayfarer of the time,Action,OVA,1,5.85
high score,"Comedy, Shoujo",TV,8,5.85
irodorimidori: change our mirai!,Music,Music,1,5.85
kyoukasho ni nai!,"Comedy, Ecchi",OVA,2,5.85
mahou shoujo taisen,Magic,TV,26,5.85
monster farm 5: circus caravan ova - kessei!! orcoro circus,"Action, Fantasy, Shounen",OVA,1,5.85
okubyou na venus,Music,OVA,1,5.85
oval x over,Cars,OVA,1,5.85
parappa the rapper,"Comedy, Fantasy",TV,30,5.85
popful mail,"Comedy, Fantasy, Music",Music,1,5.85
portable kuukou,"Music, Sci-Fi",Music,1,5.85
rakushou! hyper doll,"Adventure, Comedy, Magic, Sci-Fi, Shounen",OVA,2,5.85
shounen kenya,Adventure,Movie,1,5.85
show by rock!!: plasmagica na gogo,Comedy,ONA,3,5.85
youseiki suikoden,"Action, Fantasy, Martial Arts",OVA,1,5.85
alps no shoujo heidi pilot,"Comedy, Drama, Slice of Life",Special,1,5.84
choboraunyopomi gekijou ai mai mii,"Comedy, Slice of Life",TV,13,5.83
choujin locke: mirror ring,"Action, Sci-Fi, Super Power",OVA,1,5.84
chuumon no ooi ryouriten (1993),"Fantasy, Horror, Supernatural",Movie,1,5.83
classicaloid,"Comedy, Music",TV,25,5.84
grendizer giga,"Action, Mecha",ONA,1,5.84
hoshi no orpheus,"Fantasy, Kids",Movie,1,5.84
imokawa mukuzo: genkanban no maki,Comedy,Movie,1,5.83
love position: halley densetsu,"Fantasy, Sci-Fi",OVA,1,5.84
mini moni the tv,Comedy,TV,15,5.84
next senki ehrgeiz,"Action, Mecha, Sci-Fi",TV,12,5.84
onizushi,"Comedy, Demons",ONA,3,5.84
ravex in tezuka world,"Music, Space",OVA,1,5.84
sakura taisen: kanadegumi,Shoujo,OVA,1,5.84
soul link picture drama,"Romance, Sci-Fi",Special,3,5.84
aika: special trial,Ecchi,Special,1,5.83
akane maniax,"Comedy, Mecha, Romance",OVA,3,5.83
awake,"Action, Mecha, Parody, Sci-Fi",Special,2,5.83
battle break,"Action, Kids",ONA,1,5.83
battle royal high school,"Action, Horror, Martial Arts, Super Power, Supernatural",OVA,1,5.83
doudou,Fantasy,OVA,2,5.83
hashire melos,"Drama, Historical",Special,1,5.83
lupin viii,"Adventure, Comedy, Shounen",Special,1,5.83
mame-mofu collab animation,Comedy,ONA,1,5.83
minna atsumare! falcom gakuen,"Comedy, Parody, School, Seinen",TV,13,5.83
misute♡naide daisy,"Comedy, Romance, Sci-Fi",TV,12,5.83
ougon no hou: el cantare no rekishikan,"Fantasy, Historical",Movie,1,5.83
peeping life tv: season 1??,"Comedy, Slice of Life",TV,12,5.83
romantica clock,Shoujo,Special,3,5.83
satsujin kippu wa heart-iro,"Mystery, Shoujo",OVA,1,5.83
tokiwa kitareri!!,"Action, Magic, Shounen",Special,1,5.83
utopa,Sci-Fi,Movie,1,5.83
band of ninja,Action,Movie,1,5.82
denshinbashira no okaasan,Drama,Movie,1,5.82
doggy poo,"Fantasy, Kids",Movie,1,5.82
fuuun ishin dai☆shogun,"Action, Historical, Mecha",TV,12,5.82
ice movie,"Action, Military, Sci-Fi",Movie,1,5.82
kyoto animation: hoshi-hen,Fantasy,Special,1,5.82
onara gorou,Comedy,TV,13,5.82
pes: peace eco smile,"Slice of Life, Space",ONA,7,5.82
platonic chain,"Sci-Fi, Slice of Life",TV,24,5.82
shinkai no kantai: submarine 707,"Action, Adventure, Military, Sci-Fi",OVA,1,5.82
transformers zone,"Mecha, Sci-Fi",OVA,1,5.82
variable geo,"Action, Ecchi, Martial Arts, Shounen, Super Power",OVA,3,5.82
alexander senki,"Action, Adventure, Fantasy, Historical, Sci-Fi, Supernatural",TV,13,5.81
boku no imouto wa &quot;osaka okan&quot;: haishin gentei osaka okan.,Comedy,ONA,1,5.81
